LOCAL_DATE,SPEED_MAX_GUST,TOTAL_PRECIPITATION,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE
2017-05-14 0:00,61,0,4.8,14.8,9.8
2017-05-15 0:00,43,0,3.3,19.2,11.3
2017-05-16 0:00,35,1,3.3,20.3,11.8
2017-05-17 0:00,61,0,7.5,28.3,17.9
2017-05-18 0:00,72,2.5,13.1,28.3,20.7
2017-05-19 0:00,41,,7.1,13.8,10.5
2017-05-20 0:00,57,0,6,14.7,10.4
2017-05-21 0:00,41,10,8.2,16.3,12.3
2017-05-22 0:00,50,0,6.9,16.9,11.9
2017-05-23 0:00,0,0,7,20.8,13.9
2017-05-24 0:00,39,3.2,11,21.4,16.2
2017-05-25 0:00,44,19.3,10.4,13,11.7
2017-05-26 0:00,41,0.9,11.1,16.7,13.9
2017-05-27 0:00,0,0,10.3,21.2,15.8
2017-05-28 0:00,32,0,8.2,22.6,15.4
2017-05-29 0:00,50,1.7,11,24.6,17.8
2017-05-30 0:00,54,5.9,9.4,22,15.7
2017-05-31 0:00,54,0,8.8,21.6,15.2
2017-06-01 0:00,52,0,6.9,17.4,12.2
2017-06-02 0:00,48,0,5.2,19.7,12.5
2017-06-03 0:00,0,0,9.3,22.8,16.1
2017-06-04 0:00,35,5.3,11.4,26.3,18.9
2017-06-05 0:00,33,0,11.7,16.8,14.3
2017-06-06 0:00,46,0.6,9,17.6,13.3
2017-06-07 0:00,37,0,5.4,22.4,13.9
2017-06-08 0:00,0,,5.2,24.2,14.7
2017-06-09 0:00,39,0,8.2,25.8,17
2017-06-10 0:00,46,0,10.1,30.3,20.2
2017-06-11 0:00,46,0,19,31.4,25.2
2017-06-12 0:00,50,0,18,31,24.5
2017-06-13 0:00,48,0,13.4,26.2,19.8
2017-06-14 0:00,33,0,13,24.7,18.9
2017-06-15 0:00,0,1.4,14.1,19.8,17
2017-06-16 0:00,59,0.2,12.4,30.5,21.5
2017-06-17 0:00,41,1,16.2,29.8,23
2017-06-18 0:00,57,13.3,15.7,28.3,22
2017-06-19 0:00,46,0.2,13.8,25.4,19.6
2017-06-20 0:00,56,3.8,11.2,22.7,17
2017-06-21 0:00,32,,11.2,22.5,16.9
2017-06-22 0:00,44,7.5,8.2,25.6,16.9
2017-06-23 0:00,37,23.8,14.9,25,20
2017-06-24 0:00,43,0,12.9,23,18
2017-06-25 0:00,54,0.2,11.4,20.5,16
2017-06-26 0:00,56,0,7.9,21.2,14.6
2017-06-27 0:00,48,1.2,9.4,20.1,14.8
2017-06-28 0:00,43,2.2,7,24.1,15.6
2017-06-29 0:00,52,9.8,14.1,27,20.6
2017-06-30 0:00,35,9.6,18.3,27.2,22.8
2017-07-01 0:00,56,15.2,14,24.3,19.2
2017-07-02 0:00,57,0,11.6,26.2,18.9
2017-07-03 0:00,33,0,12,23.8,17.9
2017-07-04 0:00,0,0,9.6,26.4,18
2017-07-05 0:00,0,,9.6,27.4,18.5
2017-07-06 0:00,0,0,11.7,30.6,21.2
2017-07-07 0:00,35,0.2,16.1,28.1,22.1
2017-07-08 0:00,43,0,13.4,23.4,18.4
2017-07-09 0:00,48,0,13.5,26.9,20.2
2017-07-10 0:00,35,0,15.1,23.8,19.5
2017-07-11 0:00,0,0.2,12.8,28.5,20.7
2017-07-12 0:00,33,0.2,15.4,26.8,21.1
2017-07-13 0:00,32,28.6,15.5,21.1,18.3
2017-07-14 0:00,48,0.4,16.1,25.8,21
2017-07-15 0:00,35,0,13.5,26.1,19.8
2017-07-16 0:00,69,27.4,15.2,25.1,20.2
2017-07-17 0:00,0,0.2,17,25.9,21.5
2017-07-18 0:00,39,0,13.1,27.4,20.3
2017-07-19 0:00,37,0,13.7,29.7,21.7
2017-07-20 0:00,50,0.5,12.8,27.2,20
2017-07-21 0:00,33,0,15.9,28.4,22.2
2017-07-22 0:00,0,4.4,17.4,22.5,20
2017-07-23 0:00,33,0.2,17.9,25.2,21.6
2017-07-24 0:00,39,0.2,15.4,20.4,17.9
2017-07-25 0:00,50,0,11.6,24.9,18.3
2017-07-26 0:00,33,1,9.2,23,16.1
2017-07-27 0:00,35,1.6,16.2,26.7,21.5
2017-07-28 0:00,39,0,11.4,22.3,16.9
2017-07-29 0:00,41,0,11,26.7,18.9
2017-07-30 0:00,33,0,13.6,27.7,20.7
2017-07-31 0:00,44,0,12.5,28.9,20.7
2017-08-01 0:00,39,11.4,13.3,28,20.7
2017-08-02 0:00,50,2.8,12.9,28.9,20.9
2017-08-03 0:00,35,1.2,14.2,27.6,20.9
2017-08-04 0:00,54,5.2,15.3,25.4,20.4
2017-08-05 0:00,56,1.2,8.8,20.2,14.5
2017-08-06 0:00,37,0,7.2,24.8,16
2017-08-07 0:00,0,0,12.3,21.4,16.9
2017-08-08 0:00,44,0,8.6,24.8,16.7
2017-08-09 0:00,41,0.3,12.2,27.3,19.8
2017-08-10 0:00,33,0,11,27.9,19.5
2017-08-11 0:00,39,11.8,14.5,24.7,19.6
2017-08-12 0:00,44,0.5,14,24.2,19.1
2017-08-13 0:00,0,0,11.6,24.5,18.1
2017-08-14 0:00,0,0,12.2,25.6,18.9
2017-08-15 0:00,32,6,13.2,25.5,19.4
2017-08-16 0:00,0,0.2,12.4,25.1,18.8
2017-08-17 0:00,37,2,13.5,22.1,17.8
2017-08-18 0:00,50,0.2,17.8,24.2,21
2017-08-19 0:00,44,0.4,12.3,22.2,17.3
2017-08-20 0:00,32,0,11.8,26.9,19.4
2017-08-21 0:00,0,0,12.4,28.8,20.6
2017-08-22 0:00,57,5.8,14.3,24.6,19.5
2017-08-23 0:00,46,0.2,11.1,21.1,16.1
2017-08-24 0:00,0,0,9.3,20.3,14.8
2017-08-25 0:00,35,0,5.7,20.8,13.3
2017-08-26 0:00,0,0,5,21.4,13.2
2017-08-27 0:00,37,0,5.7,22.8,14.3
2017-08-28 0:00,33,0,11.8,23.5,17.7
2017-08-29 0:00,0,0,10.6,23.7,17.2
2017-08-30 0:00,41,1.5,9,24.8,16.9
2017-08-31 0:00,39,2.2,6.8,18.7,12.8
2017-09-01 0:00,0,0,4.7,17.8,11.3
2017-09-02 0:00,41,0,4,20.6,12.3
2017-09-03 0:00,43,4.4,13.5,20.7,17.1
2017-09-04 0:00,67,4.2,13.4,25.2,19.3
2017-09-05 0:00,44,0.2,9.2,20.1,14.7
2017-09-06 0:00,33,0.7,5.6,19.9,12.8
2017-09-07 0:00,54,0.4,6.8,17.2,12
2017-09-08 0:00,33,1.7,6.1,17.5,11.8
2017-09-09 0:00,32,0,4.3,17.3,10.8
2017-09-10 0:00,0,0,2.9,19.8,11.4
2017-09-11 0:00,0,0,4,22.5,13.3
2017-09-12 0:00,0,0,4.7,24.9,14.8
2017-09-13 0:00,0,0,6.3,26.5,16.4
2017-09-14 0:00,0,0,12.2,25.6,18.9
2017-09-15 0:00,0,0,10,25.7,17.9
2017-09-16 0:00,0,0,10.1,26.1,18.1
2017-09-17 0:00,41,0.2,10.5,27.8,19.2
2017-09-18 0:00,52,0,11,28.3,19.7
2017-09-19 0:00,0,0.6,16.1,25.9,21
2017-09-20 0:00,0,0,13.1,27.6,20.4
2017-09-21 0:00,0,0.2,12.3,28.6,20.5
2017-09-22 0:00,0,0,11.8,29.4,20.6
2017-09-23 0:00,39,0,13.1,30.5,21.8
2017-09-24 0:00,0,0,14.6,32.5,23.6
2017-09-25 0:00,37,0,14.5,31.4,23
2017-09-26 0:00,33,0,14.8,31.9,23.4
2017-09-27 0:00,43,0,11.8,25.8,18.8
2017-09-28 0:00,43,0,4.3,16.7,10.5
2017-09-29 0:00,89,0.9,5.6,17.5,11.6
2017-09-30 0:00,35,0,1.8,14.6,8.2
2017-10-01 0:00,33,0,-0.9,18.2,8.7
2017-10-02 0:00,35,0,1.1,21.5,11.3
2017-10-03 0:00,37,0,3.3,25.4,14.4
2017-10-04 0:00,44,0.4,8.8,22.8,15.8
2017-10-05 0:00,41,0.2,4.7,21.2,13
2017-10-06 0:00,0,0.2,12.1,19.1,15.6
2017-10-07 0:00,61,0.2,15.9,25.4,20.7
2017-10-08 0:00,52,0,13.7,23.2,18.5
2017-10-09 0:00,0,0.2,8.8,23.5,16.2
2017-10-10 0:00,0,0,7.6,21.7,14.7
2017-10-11 0:00,50,0.2,6.5,12,9.3
2017-10-12 0:00,41,0,6.5,13.8,10.2
2017-10-13 0:00,37,0.2,8.6,17.9,13.3
2017-10-14 0:00,33,0,10.5,18.8,14.7
2017-10-15 0:00,78,15,5.2,22.3,13.8
2017-10-16 0:00,41,0,-0.5,9.8,4.7
2017-10-17 0:00,56,0,0.1,18.7,9.4
2017-10-18 0:00,43,0,7.4,19.9,13.7
2017-10-19 0:00,50,0,7,19,13
2017-10-20 0:00,33,0,4.5,21.4,13
2017-10-21 0:00,0,0,3.6,22.2,12.9
2017-10-22 0:00,39,0,3.4,24.6,14
2017-10-23 0:00,48,0.2,10.8,19.4,15.1
2017-10-24 0:00,78,0.2,6.3,13.6,10
2017-10-25 0:00,44,0.2,-1.4,10.3,4.5
2017-10-26 0:00,35,0,-2.8,11.1,4.2
2017-10-27 0:00,39,18,-0.6,16.2,7.8
2017-10-28 0:00,37,2.3,2.2,9.6,5.9
2017-10-29 0:00,41,0,2.5,7.4,5
2017-10-30 0:00,52,0.2,2.8,6.8,4.8
2017-10-31 0:00,57,0,2,6.2,4.1
2017-11-01 0:00,0,2.4,0.4,6.2,3.3
2017-11-02 0:00,37,14.1,5.3,14.6,10
2017-11-03 0:00,46,0.9,-2.7,9.7,3.5
2017-11-04 0:00,54,6.2,-2.5,6,1.8
2017-11-05 0:00,50,9.9,5.1,16.1,10.6
2017-11-06 0:00,50,0,1.8,9,5.4
2017-11-07 0:00,0,0,-3.6,7.5,2
2017-11-08 0:00,35,0,-5.2,6.8,0.8
2017-11-09 0:00,67,1.6,-5.9,7.4,0.8
2017-11-10 0:00,41,0.5,-11.8,-5.9,-8.9
2017-11-11 0:00,0,0,-13.7,-1.2,-7.5
2017-11-12 0:00,0,1,-2.4,3.2,0.4
2017-11-13 0:00,0,0.2,-0.3,4.2,2
2017-11-14 0:00,0,0,-2.5,7.4,2.5
2017-11-15 0:00,48,7.5,-1.7,7.1,2.7
2017-11-16 0:00,63,1.1,-1.5,6.4,2.5
2017-11-17 0:00,33,0,-3.8,2.1,-0.9
2017-11-18 0:00,54,23.3,1.1,7.2,4.2
2017-11-19 0:00,57,0.4,-2.1,3.6,0.8
2017-11-20 0:00,52,0,-3,6.1,1.6
2017-11-21 0:00,61,1.7,0.6,10.2,5.4
2017-11-22 0:00,43,1.8,-3.8,0.6,-1.6
2017-11-23 0:00,39,0,-2.3,1.7,-0.3
2017-11-24 0:00,52,0,-1.7,10,4.2
2017-11-25 0:00,56,0.9,-0.6,8.3,3.9
2017-11-26 0:00,46,0,-1.1,3.1,1
2017-11-27 0:00,39,0,-1.7,3.8,1.1
2017-11-28 0:00,57,0,-2.2,15.3,6.6
2017-11-29 0:00,54,0,-4.8,8.2,1.7
2017-11-30 0:00,41,2.4,-5,5.8,0.4
2017-12-01 0:00,0,0,-2.8,6.8,2
2017-12-02 0:00,0,0,-3.3,7.4,2.1
2017-12-03 0:00,0,0,-5.2,6.8,0.8
2017-12-04 0:00,65,5.8,-5.3,9.8,2.3
2017-12-05 0:00,69,3.2,-1.5,10.9,4.7
2017-12-06 0:00,67,0,-3.8,2.1,-0.9
2017-12-07 0:00,48,0,-4.8,-1.8,-3.3
2017-12-08 0:00,57,0,-5.1,0.3,-2.4
2017-12-09 0:00,33,0.2,-6.4,0.2,-3.1
2017-12-10 0:00,48,0,-4.8,-3.2,-4
2017-12-11 0:00,0,0.6,-7.6,-4.5,-6.1
2017-12-12 0:00,57,0.9,-13.5,-3.3,-8.4
2017-12-13 0:00,39,0.9,-16.4,-8.9,-12.7
2017-12-14 0:00,0,0,-20.2,-7.9,-14.1
2017-12-15 0:00,50,0,-12.3,-4.6,-8.5
2017-12-16 0:00,33,0,-13.8,-4.6,-9.2
2017-12-17 0:00,0,0,-11.5,-5.3,-8.4
2017-12-18 0:00,37,0.6,-5.3,3.3,-1
2017-12-19 0:00,54,0,1.2,4.8,3
2017-12-20 0:00,57,0,-4.1,1.5,-1.3
2017-12-21 0:00,0,2.7,-4.6,-1,-2.8
2017-12-22 0:00,41,0,-6,-2.5,-4.3
2017-12-23 0:00,37,1.4,-4.8,-0.7,-2.8
2017-12-24 0:00,33,4.4,-14.6,-3.5,-9.1
2017-12-25 0:00,67,0.5,-13.4,-5,-9.2
2017-12-26 0:00,50,0,-18.5,-13.4,-16
2017-12-27 0:00,39,0,-25,-11.1,-18.1
2017-12-28 0:00,0,0,-21.5,-11.8,-16.7
2017-12-29 0:00,0,0,-20,-9.5,-14.8
2017-12-30 0:00,48,0,-19.8,-8.3,-14.1
2017-12-31 0:00,0,0,-28.2,-14.3,-21.3
2018-01-01 0:00,56,0.6,-26.9,-9.8,-18.4
2018-01-02 0:00,57,0.3,-16,-9.7,-12.9
2018-01-03 0:00,48,0,-16.2,-8.7,-12.5
2018-01-04 0:00,48,0,-19.6,-9.6,-14.6
2018-01-05 0:00,50,0,-22.7,-17.1,-19.9
2018-01-06 0:00,35,0,-25.6,-16.8,-21.2
2018-01-07 0:00,50,0,-21.4,-3.4,-12.4
2018-01-08 0:00,56,4.2,-3.6,1,-1.3
2018-01-09 0:00,37,0,-13.9,-0.2,-7.1
2018-01-10 0:00,35,2.1,-14.3,5.5,-4.4
2018-01-11 0:00,43,9.6,4.9,11.5,8.2
2018-01-12 0:00,57,13.8,-11.2,11.2,0
2018-01-13 0:00,56,0,-19.1,-11.2,-15.2
2018-01-14 0:00,0,0,-20.4,-7.9,-14.2
2018-01-15 0:00,46,0.4,-11.9,-7.5,-9.7
2018-01-16 0:00,0,0,-16.4,-4.7,-10.6
2018-01-17 0:00,48,0,-15.7,-7.3,-11.5
2018-01-18 0:00,41,0,-11.1,-5.4,-8.3
2018-01-19 0:00,56,0,-6.4,0.3,-3.1
2018-01-20 0:00,56,0,-4.8,3.9,-0.5
2018-01-21 0:00,0,1.3,-5.3,1.3,-2
2018-01-22 0:00,41,16.5,0.6,1.8,1.2
2018-01-23 0:00,63,7.6,-6.2,4.8,-0.7
2018-01-24 0:00,52,0,-10.6,-6,-8.3
2018-01-25 0:00,0,0,-13.6,-3.4,-8.5
2018-01-26 0:00,35,0,-6.7,6,-0.4
2018-01-27 0:00,54,1.3,1,7,4
2018-01-28 0:00,0,0,-4.4,3.7,-0.4
2018-01-29 0:00,41,1.9,-9,-3.3,-6.2
2018-01-30 0:00,41,0.2,-19.2,-9,-14.1
2018-01-31 0:00,48,0,-16.9,0.7,-8.1
2018-02-01 0:00,52,0,-12.2,2.2,-5
2018-02-02 0:00,41,0,-16.4,-10.6,-13.5
2018-02-03 0:00,46,0.9,-11.9,-2.4,-7.2
2018-02-04 0:00,54,2.4,-11.7,0.6,-5.6
2018-02-05 0:00,48,0,-15.9,-9.4,-12.7
2018-02-06 0:00,35,0,-17.5,-7,-12.3
2018-02-07 0:00,41,3.5,-15.8,-5.9,-10.9
2018-02-08 0:00,50,0,-18.1,-7.7,-12.9
2018-02-09 0:00,0,2,-11.4,-6.6,-9
2018-02-10 0:00,0,,-7.3,-4.9,-6.1
2018-02-11 0:00,50,2.8,-7.3,-0.2,-3.8
2018-02-12 0:00,37,,-17.6,-4.9,-11.3
2018-02-13 0:00,0,0,-21.8,-4.4,-13.1
2018-02-14 0:00,41,0,-8.3,3.9,-2.2
2018-02-15 0:00,43,,1.5,6.4,4
2018-02-16 0:00,57,0,-8.9,1.5,-3.7
2018-02-17 0:00,35,0,-9.5,-1.7,-5.6
2018-02-18 0:00,44,0,-4,1.6,-1.2
2018-02-19 0:00,35,,-4.7,10.2,2.8
2018-02-20 0:00,52,19.7,7.8,14.2,11
2018-02-21 0:00,50,6.9,-3.1,12.1,4.5
2018-02-22 0:00,33,0,-3.6,1.9,-0.9
2018-02-23 0:00,46,5,-1.6,6.5,2.5
2018-02-24 0:00,48,0,-0.4,3.4,1.5
2018-02-25 0:00,72,1.5,0.3,10,5.2
2018-02-26 0:00,50,0,-3.5,6.6,1.6
2018-02-27 0:00,52,0,-2,12.5,5.3
2018-02-28 0:00,43,0,0.3,15,7.7
2018-03-01 0:00,50,0.4,-0.8,2.8,1
2018-03-02 0:00,57,0,-3.1,4.1,0.5
2018-03-03 0:00,46,0,-5.1,3.9,-0.6
2018-03-04 0:00,41,0,-5.8,2.5,-1.7
2018-03-05 0:00,0,0,-7.2,4.8,-1.2
2018-03-06 0:00,50,0,-7.1,-0.7,-3.9
2018-03-07 0:00,44,2,-3.4,2.9,-0.3
2018-03-08 0:00,39,0,-5.6,-2,-3.8
2018-03-09 0:00,54,0.2,-4.2,1.3,-1.5
2018-03-10 0:00,37,0,-6.8,1,-2.9
2018-03-11 0:00,0,0,-7.2,0.1,-3.6
2018-03-12 0:00,0,0,-5.7,-1.5,-3.6
2018-03-13 0:00,46,0,-7.4,1.6,-2.9
2018-03-14 0:00,54,0,-6.7,-1.5,-4.1
2018-03-15 0:00,50,0,-7.4,2.9,-2.3
2018-03-16 0:00,52,0,-8.3,-2.4,-5.4
2018-03-17 0:00,48,0,-6.6,4.8,-0.9
2018-03-18 0:00,43,0,-8.3,8.2,-0.1
2018-03-19 0:00,0,0,-7.6,2.5,-2.6
2018-03-20 0:00,48,0,-9.7,2.7,-3.5
2018-03-21 0:00,35,0,-5.7,4.6,-0.6
2018-03-22 0:00,41,0,-6,4.6,-0.7
2018-03-23 0:00,41,0,-6.3,4.2,-1.1
2018-03-24 0:00,39,0,-7.1,3.1,-2
2018-03-25 0:00,43,0,-9.7,3.3,-3.2
2018-03-26 0:00,52,0,-3.8,9.1,2.7
2018-03-27 0:00,39,4.2,1.3,7.2,4.3
2018-03-28 0:00,33,0,0.3,8.5,4.4
2018-03-29 0:00,37,14.3,1.8,6.1,4
2018-03-30 0:00,44,0,-3.7,4.9,0.6
2018-03-31 0:00,74,8.2,-4,7.7,1.9
2018-04-01 0:00,59,0,-5.3,1.7,-1.8
2018-04-02 0:00,33,0,-6,5.4,-0.3
2018-04-03 0:00,52,20.8,-0.8,5.1,2.2
2018-04-04 0:00,95,3.4,-4.7,5.2,0.3
2018-04-05 0:00,46,0,-7.4,1,-3.2
2018-04-06 0:00,69,2.7,-5.5,2.9,-1.3
2018-04-07 0:00,52,0,-7.2,-1,-4.1
2018-04-08 0:00,37,0,-6.6,0.3,-3.2
2018-04-09 0:00,0,0,-6.2,2.7,-1.8
2018-04-10 0:00,35,0,-5.4,5.1,-0.2
2018-04-11 0:00,43,1,-3.4,4.7,0.7
2018-04-12 0:00,69,3.2,-2.9,18.1,7.6
2018-04-13 0:00,35,2.1,1.5,8.3,4.9
2018-04-14 0:00,67,21.9,-4.9,3.2,-0.9
2018-04-15 0:00,85,15,-4.9,0.5,-2.2
2018-04-16 0:00,57,11.1,-1,2.2,0.6
2018-04-17 0:00,61,0,-2.8,0.2,-1.3
2018-04-18 0:00,43,0,-0.8,1.8,0.5
2018-04-19 0:00,50,0,-2,1.9,-0.1
2018-04-20 0:00,41,0,-4,5.6,0.8
2018-04-21 0:00,33,0,-4,11.5,3.8
2018-04-22 0:00,0,0,-3.7,16.1,6.2
2018-04-23 0:00,46,0,-0.4,19.6,9.6
2018-04-24 0:00,37,5.3,4.2,15.7,10
2018-04-25 0:00,48,9.6,1.6,11.9,6.8
2018-04-26 0:00,41,0,1,14.1,7.6
2018-04-27 0:00,50,0.8,-1.3,17.9,8.3
2018-04-28 0:00,43,0,-0.3,6.8,3.3
2018-04-29 0:00,48,0,-0.8,10.3,4.8
2018-04-30 0:00,39,0,-3,18.2,7.6
2018-05-01 0:00,50,0,3.8,26.7,15.3
2018-05-02 0:00,56,0,13.8,27.7,20.8
2018-05-03 0:00,43,3.4,10.9,19.6,15.3
2018-05-04 0:00,122,20.1,6.9,24.4,15.7
2018-05-05 0:00,56,0.2,7.1,23,15.1
2018-05-06 0:00,32,5.5,8.8,20.2,14.5
2018-05-07 0:00,0,0,5.8,17.9,11.9
2018-05-08 0:00,0,0,2.6,23.2,12.9
2018-05-09 0:00,46,0,4.5,26.4,15.5
2018-05-10 0:00,56,4.7,2,18.4,10.2
2018-05-11 0:00,0,0,1.9,12.1,7
2018-05-12 0:00,0,0,4.3,16.7,10.5
2018-05-13 0:00,32,0,4.8,20.8,12.8
2018-05-14 0:00,44,0,5.9,22.8,14.4
2018-05-15 0:00,46,10.1,8.5,20.9,14.7
2018-05-16 0:00,0,0,4.6,24.2,14.4
2018-05-17 0:00,0,0,9,25.4,17.2
2018-05-18 0:00,54,0,7.6,16,11.8
2018-05-19 0:00,41,14,8.4,21,14.7
2018-05-20 0:00,35,0,6.4,18.6,12.5
2018-05-21 0:00,0,1,3.4,22.3,12.9
2018-05-22 0:00,0,4.5,11,19.2,15.1
2018-05-23 0:00,37,0,9.5,24.3,16.9
2018-05-24 0:00,35,0,7.6,27.3,17.5
2018-05-25 0:00,46,0,12.9,28.9,20.9
2018-05-26 0:00,37,0,14.8,28.4,21.6
2018-05-27 0:00,0,0,13.2,29.5,21.4
2018-05-28 0:00,44,0,14,30.6,22.3
2018-05-29 0:00,35,0,14.5,27.6,21.1
2018-05-30 0:00,46,0,16.6,30.9,23.8
2018-05-31 0:00,50,8.8,20.4,28.8,24.6
2018-06-01 0:00,35,0,13.9,27.3,20.6
2018-06-02 0:00,0,0,11.9,22.3,17.1
2018-06-03 0:00,39,2,10.6,22.9,16.8
2018-06-04 0:00,63,3,8.7,18,13.4
2018-06-05 0:00,39,0.2,8.5,13.2,10.9
2018-06-06 0:00,0,0,7.1,16.5,11.8
2018-06-07 0:00,32,0,10.5,23.2,16.9
2018-06-08 0:00,0,0,9,25,17
2018-06-09 0:00,0,0,9.3,21.9,15.6
2018-06-10 0:00,46,0,9.4,22.8,16.1
2018-06-11 0:00,44,0,6.8,23.3,15.1
2018-06-12 0:00,37,0,5.8,27.9,16.9
2018-06-13 0:00,76,3,12.9,28.6,20.8
2018-06-14 0:00,59,0,10.5,23.7,17.1
2018-06-15 0:00,0,0,7.9,26.8,17.4
2018-06-16 0:00,0,0,10.7,28.1,19.4
2018-06-17 0:00,35,0,12.7,33.9,23.3
2018-06-18 0:00,63,4,16.9,31.4,24.2
2018-06-19 0:00,48,0,13.1,26.6,19.9
2018-06-20 0:00,0,0,13.2,25.6,19.4
2018-06-21 0:00,37,0,9,24.6,16.8
2018-06-22 0:00,44,5.7,7.1,24.2,15.7
2018-06-23 0:00,0,8.2,16.1,19.6,17.9
2018-06-24 0:00,0,23.1,13.1,20.5,16.8
2018-06-25 0:00,0,0,9.2,23.3,16.3
2018-06-26 0:00,33,0,6,24.7,15.4
2018-06-27 0:00,0,10.2,15.4,22.3,18.9
2018-06-28 0:00,33,,17.6,27.8,22.7
2018-06-29 0:00,33,0,14.5,31.8,23.2
2018-06-30 0:00,39,0,20.5,33.7,27.1
2018-07-01 0:00,37,0,20.4,32.8,26.6
2018-07-02 0:00,41,0,14.5,31.3,22.9
2018-07-03 0:00,39,0,12.7,30.7,21.7
2018-07-04 0:00,0,0,13.8,32.5,23.2
2018-07-05 0:00,43,0.2,17.8,33.1,25.5
2018-07-06 0:00,0,,13.5,23.6,18.6
2018-07-07 0:00,0,0,7.2,26.1,16.7
2018-07-08 0:00,32,0,8.1,29.1,18.6
2018-07-09 0:00,41,0,8.6,31.5,20.1
2018-07-10 0:00,37,0,14.3,28.5,21.4
2018-07-11 0:00,0,0,9.8,27.2,18.5
2018-07-12 0:00,0,0,9,29.1,19.1
2018-07-13 0:00,33,0,14.8,31,22.9
2018-07-14 0:00,0,0,17.1,28.1,22.6
2018-07-15 0:00,0,0.2,16.6,31.8,24.2
2018-07-16 0:00,69,27.1,17.2,33.5,25.4
2018-07-17 0:00,43,0,13.7,25.7,19.7
2018-07-18 0:00,0,0,11.1,25.2,18.2
2018-07-19 0:00,43,0,8.7,27.1,17.9
2018-07-20 0:00,46,8,11.8,30.1,21
2018-07-21 0:00,39,0,18.7,25.5,22.1
2018-07-22 0:00,35,11.2,14.7,21.8,18.3
2018-07-23 0:00,32,0,18.2,27.7,23
2018-07-24 0:00,41,18.9,17.4,28.7,23.1
2018-07-25 0:00,35,0.2,13.5,28,20.8
2018-07-26 0:00,43,0,12.3,28.4,20.4
2018-07-27 0:00,44,5.4,12.7,24.8,18.8
2018-07-28 0:00,43,0.6,10.4,21.6,16
2018-07-29 0:00,43,0.2,9.6,25.9,17.8
2018-07-30 0:00,39,0,11.2,26.5,18.9
2018-07-31 0:00,0,0,13.7,25.6,19.7
2018-08-01 0:00,37,0.5,18.4,25.9,22.2
2018-08-02 0:00,39,0,15.5,27.3,21.4
2018-08-03 0:00,0,0,14.2,29,21.6
2018-08-04 0:00,0,0,14.3,29.4,21.9
2018-08-05 0:00,41,0,13.9,32.4,23.2
2018-08-06 0:00,54,5.3,20.1,30.8,25.5
2018-08-07 0:00,0,0.2,18.1,27.2,22.7
2018-08-08 0:00,0,17.6,14,25.8,19.9
2018-08-09 0:00,33,0,13.4,28.1,20.8
2018-08-10 0:00,0,0,12.1,25.3,18.7
2018-08-11 0:00,0,0,10.4,27.2,18.8
2018-08-12 0:00,0,0,12.9,28,20.5
2018-08-13 0:00,0,0,12.7,28,20.4
2018-08-14 0:00,41,0,15.6,29.6,22.6
2018-08-15 0:00,39,0,14.5,29.9,22.2
2018-08-16 0:00,39,5.7,15,29.2,22.1
2018-08-17 0:00,33,33.3,19.6,26.9,23.3
2018-08-18 0:00,0,0,15.4,24.5,20
2018-08-19 0:00,0,0.2,12.9,25.4,19.2
2018-08-20 0:00,32,0,13,25.4,19.2
2018-08-21 0:00,43,10.3,18,24.5,21.3
2018-08-22 0:00,43,1.8,11.9,20.5,16.2
2018-08-23 0:00,43,0,11.4,25.3,18.4
2018-08-24 0:00,37,0,9.8,25.8,17.8
2018-08-25 0:00,39,13.3,16.7,24.2,20.5
2018-08-26 0:00,43,0,17.3,27,22.2
2018-08-27 0:00,43,1.5,17.3,28.5,22.9
2018-08-28 0:00,56,0,22.6,31.3,27
2018-08-29 0:00,50,2.6,15.3,27.4,21.4
2018-08-30 0:00,0,0,10,20.1,15.1
2018-08-31 0:00,0,0,8.5,24,16.3
2018-09-01 0:00,33,0.2,10.1,29.5,19.8
2018-09-02 0:00,37,0.2,21.6,29.6,25.6
2018-09-03 0:00,37,0,17.3,29.8,23.6
2018-09-04 0:00,0,0,16,29.4,22.7
2018-09-05 0:00,52,6.3,18.5,32.4,25.5
2018-09-06 0:00,0,0,13.5,24.7,19.1
2018-09-07 0:00,0,0,11.2,23.3,17.3
2018-09-08 0:00,33,0,8.1,16,12.1
2018-09-09 0:00,61,0,9,15.2,12.1
2018-09-10 0:00,54,13.4,11.8,13.5,12.7
2018-09-11 0:00,0,0,11.1,22.3,16.7
2018-09-12 0:00,0,0.2,10.2,23.3,16.8
2018-09-13 0:00,39,0,12.4,25.9,19.2
2018-09-14 0:00,33,0,14.5,28.7,21.6
2018-09-15 0:00,0,0.2,14.3,29.5,21.9
2018-09-16 0:00,0,0.2,15.2,29.1,22.2
2018-09-17 0:00,0,0,13.5,27.8,20.7
2018-09-18 0:00,33,0.2,14,25.9,20
2018-09-19 0:00,0,0,11.1,23.2,17.2
2018-09-20 0:00,32,0,9.4,19.2,14.3
2018-09-21 0:00,74,0.5,11,30.1,20.6
2018-09-22 0:00,33,0,3.5,16.5,10
2018-09-23 0:00,0,0,1.1,20.4,10.8
2018-09-24 0:00,44,2.7,10.2,18,14.1
2018-09-25 0:00,57,9.4,15.5,21.1,18.3
2018-09-26 0:00,52,0,6.6,21.7,14.2
